ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
517,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",False
517,Room,,,Negative,The room was small and noisy.,False
517,Room,,,Positive,"The room was very comfortable and clean., The room was perfect for our needs.",False
517,Staff,"The manager very friendly,",Positive,Positive,"The manager very friendly, The staff were very friendly and helpful., The staff were very helpful and friendly.",True
518,Location,quiet place,Positive,Positive,quiet place,True
519,Food,"Very good breakfast, ",Positive,,,False
519,Location,great location near MacKenzie beach. ,Positive,Positive,great location near MacKenzie beach.,True
519,Staff,Staff very polite and helpful almost family atmosphere.,Positive,Positive,Staff very polite and helpful almost family atmosphere.,True
521,Facility,,,Negative,The air conditioner does not cool enough,False
521,Room,The air conditioner does not cool enough,Negative,,,False
521,Room,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress.",Positive,Positive,pleasant balcony,True
521,Staff,nice hosts,Positive,Positive,nice hosts,True
522,Staff,friendly staff,Positive,Positive,friendly,True
523,Staff,"Amazing team!!!
 Helps with any question and problem... smiling and patient.
 Changed us to a family room that we requested..
 They gave us great recommendations for places in the city. Order taxis for us...help with car rental.
 They even celebrated our daughter's birthday with a surprise..
 In short, an experience",Positive,,,False
526,Location,,,Positive,Perfect for a stay in Larnaca.,False
527,Facility,It is a great accommodation ,Positive,,,False
527,Location,In addition to being very well located near Larnaca airport and mckenzie beach. ,Positive,,,False
527,Price,with excellent value for money.,Positive,,,False
527,Staff,The staff extremely friendly.,Positive,,,False
528,Facility,"New hotel, everything is clean and fresh.",Positive,,,False
528,Location,"We were interested in a hotel near the airport, it met our expectations!)",Positive,Positive,near the airport,True
528,Room,,,Positive,New hotel,False
529,Room,"Soundproofing: 07/10 (separated rooms with plasterboards)
 Balcony furniture set: 08/10 (could refurbish these too)
 Set of shampoo etc. for the bathroom: 08/10 (Could offer 1 to 1 for the pampering)",Negative,,,False
529,Room,"Cleanliness/Towels: 10/10
 Design/Furniture: 10/10",Positive,Positive,"Cleanliness/Towels: 10/10, Design/Furniture: 10/10",True
529,Staff,Staff: 10/10,Positive,Positive,Staff: 10/10,True
530,Facility,Very nice and clean hotel. ,Positive,,,False
530,Location,In an easy and quiet place. Not far from the beach. ,Positive,Positive,In an easy and quiet place. Not far from the beach,True
530,Staff,The staff was very nice and polite,Positive,Positive,The staff was very nice and polite,True
531,Location,Location close to the airport and the promenade by the sea. ,Positive,Positive,Location close to the airport and the promenade by the sea.,True
531,Room,"Clean, tidy, comfortable and beautiful room. ",Positive,Positive,"We liked the rule, Clean, tidy, comfortable and beautiful room.",True
531,Staff,Courteous and welcoming service. ,Positive,Positive,Courteous and welcoming service.,True
532,Facility,"free parking, ",Positive,,,False
532,Location,"The proximity to the airport, ",Positive,Positive,"proximity to the airport, free parking",True
532,Room,large rooms! very clean,Positive,Positive,large rooms,True
533,Food,however the restaurant in the evening was perfect. The cook particularly affable fast and delicious irreproachable service.,Positive,Positive,A real Lebanese tabbouleh all hearty I recommend the restaurant as much as the hotel,True
533,Location,,,Positive,perfect,False
533,Staff,,,Positive,"The cook particularly affable, fast and delicious irreproachable service",False
534,Food,Very good homemade breakfast.,Positive,Positive,breakfast,True
534,Location,,,Positive,Very good homemade,False
535,Facility,"Small, modern hotel ",Positive,,,False
535,Location,,,Neutral,30 minute walk from Larnaca center,False
535,Location,30 minute walk from Larnaca center and 10 minute walk from beautiful Mackenzie Beach!,Positive,Positive,10 minute walk from beautiful Mackenzie Beach!,True
535,Room,,,Positive,"Small, modern hotel",False
535,Staff,with very friendly and helpful hosts.,Positive,Positive,very friendly and helpful hosts,True
536,Facility,An intimate hotel ,Positive,,,False
536,Food,The cuisine is simple but tasty.,Positive,Positive,The cuisine is simple but tasty,True
536,Location,"Location on +., close to the beach, gastronomy and the airport",Positive,Positive,"Location on +., close to the beach, gastronomy and the airport",True
536,Room,,,Positive,An intimate hotel,False
536,Staff,with service at the highest level.,Positive,Positive,service at the highest level,True
537,Facility,Terrace was very cozy,Positive,,,False
537,Location,,,Positive,that was the weather,False
537,Room,,,Positive,"It was very hot but that was the weather, Terrace was very cozy",False
538,Check-in,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,Positive,,,False
538,Location,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",Positive,,,False
538,Room,Rooms may be a bit small for a longer stay,Negative,,,False
538,Room,,,Neutral,"Rooms may be a bit small for a longer stay, but since we only stayed one night it wasn't a problem.",False
540,Facility,,,Positive,Really soft bed and pillows,False
540,Location,"Location is very close to the beach, Very close to the airport,  like 8 minutes by car. ",Positive,Positive,"very close to the beach, Very close to the airport",True
540,Room,Room a little smaller than average,Negative,,,False
540,Room,Really soft bed and pillows. but large bathroom and shower.,Positive,Positive,a little smaller than average but large bathroom and shower,True
540,Staff,very kind staff on the last day kept our suitcases in custody for the whole day. ,Positive,Positive,very kind staff,True
541,Facility,,,Positive,"maximum cleanliness, excellent upholstery and modern furnishings",False
541,Location,Strategic location: the property is close to both the airport and Mackenzie Beach. In fifteen minutes of walking along the sea you can also reach Finikoudes.,Positive,Positive,"the property is close to both the airport and Mackenzie Beach, In fifteen minutes of walking along the sea you can also reach Finikoudes",True
541,Room,"maximum cleanliness, excellent upholstery and modern furnishings.",Positive,,,False
541,Staff,"Courteous and helpful staff, ",Positive,Positive,Courteous and helpful staff,True
543,Facility,Little parking nearby arriving in the evening,Negative,,,False
543,Location,,,Positive,arriving in the evening,False
543,Room,recently refurbished rooms.,Positive,Positive,recently refurbished rooms,True
544,Location,,,Positive,All. The sense of hospitality of the owner.,False
544,Staff,All. The sense of hospitality of the owner.,Positive,,,False
545,Food,We had dinner and it was perfect,Positive,Positive,dinner,True
545,Room,,,Positive,Nothing to complain about,False
546,Check-in,Purely. no problem with check-in after 12 at night. ,Positive,Positive,no problem with check-in after 12 at night,True
546,Facility,Parking next to the hotel.,Positive,,,False
546,Location,"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake. ",Positive,Positive,"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake.",True
547,Location,close to the airport (7-10 minutes by taxi),Positive,Positive,close to the airport (7-10 minutes by taxi),True
547,Room,"large comfortable bed, clean linen, cozy.
 ",Positive,Positive,"large comfortable bed, cozy",True
547,Taxi-issue,,,Positive,close to the airport (7-10 minutes by taxi),False
548,Food,Have to pay for breakfast,Negative,Negative,Have to pay for breakfast,True
